,user_ids,support,itemsets,period,property_values,depth,size,firstpromo,itemset_name
10384,"[117249, 129390, 156491, 170729, 180990, 193333, 201887, 217726, 222650, 234495, 235596, 249680, 268251, 288098, 297198, 302223, 302871, 304895, 305343, 312931, 322061, 327025, 331420, 332133, 333674, 335544, 337309, 353221, 353762, 355892, 358181, 361384, 372572, 372863, 375108, 375519, 376658, 392865, 395989, 409352, 431713, 432888, 432995, 455319, 467225, 470752, 472468, 475454, 488841, 493535, 506206, 506984, 523356, 525118, 530240, 535603, 549137, 565546, 574456, 575826, 597247, 600393, 605098, 616105, 625134, 739929, 779222, 821047, 838612, 876768, 905418, 908504, 909387, 918260, 939073, 943036, 946068, 988859, 998627, 1030971, 1040881, 1047505, 1096332, 1108138, 1115939, 1158085, 1174484, 1177060, 1177137, 1178802, 1205694, 1210851, 1214796, 1218747, 1235047]",95, 4129,2018-09-01,1,0.0,95,1,['REC LAVAGE PJE']
10388,"[452539, 459305, 622174]",3, 6969 4136,2018-09-01,1,0.0,3,1,"['RECHARGE LAVAGE TW - D', 'RED BULL BTE 25CL']"
10393,"[312856, 535413, 622174, 933342, 1172598]",5, 6969 4112,2018-09-01,1,0.0,5,1,"['LAVAGE CLU', 'RED BULL BTE 25CL']"
10394,"[193333, 217726, 222650, 322061, 353762, 392865, 432995, 470752, 472468, 488841, 506984, 523356, 575826, 625134, 943036, 998627, 1040881]",17, 4129 4112,2018-09-01,1,0.0,17,1,"['LAVAGE CLU', 'REC LAVAGE PJE']"
10395,[130532],1, 2944 1538 163,2018-09-01,1,0.0,1,1,"['RECHARGE CAFÉ CLUB 2\x80', 'TW  LAVE GLACE DEMOUSTIQUEUR 4L']"
10396,"[250397, 257886, 911475]",3, 2956 4126 4112,2018-09-01,1,0.0,3,1,"['LAVAGE CLU', 'RECHARGE LAVAGE', 'TOTAL ADBLUE BEC V. 5L']"
10398,"[471775, 1058591, 1162193]",3, 431 1547 263,2018-09-01,1,0.0,3,1,"['CAFE EXPRESSO', 'REMISE BUS AUTOROUTE 9\x80', 'SAC BOUTIQUE KRAFT']"
10399,"[153963, 471775, 1058591, 1162193]",4, 431 1547,2018-09-01,1,0.0,4,1,"['CAFE EXPRESSO', 'SAC BOUTIQUE KRAFT']"
10400,"[294115, 363692, 468837, 471775, 519887, 520708, 545984, 719763, 824398, 934189, 963615, 988614, 993844, 1058591, 1162193]",15, 431 263,2018-09-01,1,0.0,15,1,"['CAFE EXPRESSO', 'REMISE BUS AUTOROUTE 9\x80']"
10405,"[145232, 153963, 158639, 226621, 248633, 249715, 263913, 264552, 267648, 272341, 278593, 294115, 322466, 327452, 335544, 348255, 353824, 363692, 373747, 385149, 447204, 468837, 471775, 490024, 496421, 505859, 518902, 519887, 520708, 529466, 529805, 540247, 543699, 545984, 563483, 563837, 613804, 686005, 715341, 719763, 737878, 809946, 824398, 847038, 875023, 916245, 934189, 963615, 972779, 988614, 993844, 1006069, 1041531, 1058591, 1082539, 1103450, 1121384, 1162193, 1176997, 1179385]",60, 431,2018-09-01,1,0.0,60,1,['CAFE EXPRESSO']
10406,[409352],1, 2956 4129 4127,2018-09-01,1,0.0,1,1,"['REC LAVAGE PJE', 'REC LAVAGE PJE  20 U', 'TOTAL ADBLUE BEC V. 5L']"
10407,"[409352, 838612]",2, 2956 4129,2018-09-01,1,0.0,2,1,"['REC LAVAGE PJE', 'TOTAL ADBLUE BEC V. 5L']"
10408,"[332348, 355203, 458921, 543430, 879507]",5, 2956 4125,2018-09-01,1,0.0,5,1,"['RECHARGE LAVAGE TW - A', 'TOTAL ADBLUE BEC V. 5L']"
10409,"[178786, 409352, 804528]",3, 2956 4127,2018-09-01,1,0.0,3,1,"['REC LAVAGE PJE  20 U', 'TOTAL ADBLUE BEC V. 5L']"
10410,"[450548, 911475]",2, 2956 2946 4074,2018-09-01,1,0.0,2,1,"['BIDON AD BLUE 10L', 'TOTAL ADBLUE BEC V. 5L', 'TW  LAVE GLACE']"
10411,[129105],1, 2956 2946 2968,2018-09-01,1,0.0,1,1,"['TOTAL ADBLUE BEC V. 5L', 'TW  LAVE GLACE', 'TW 10 LINGUETTE']"
10412,"[347996, 567649, 911475]",3, 2956 2946 4126,2018-09-01,1,0.0,3,1,"['RECHARGE LAVAGE', 'TOTAL ADBLUE BEC V. 5L', 'TW  LAVE GLACE']"
10413,"[129105, 181421, 347996, 391816, 392706, 450548, 567649, 569180, 911475]",9, 2956 2946,2018-09-01,1,0.0,9,1,"['TOTAL ADBLUE BEC V. 5L', 'TW  LAVE GLACE']"
10414,"[458921, 543430]",2, 2956 4074 4125,2018-09-01,1,0.0,2,1,"['BIDON AD BLUE 10L', 'RECHARGE LAVAGE TW - A', 'TOTAL ADBLUE BEC V. 5L']"
10415,"[528757, 599725, 911475]",3, 2956 4074 4112,2018-09-01,1,0.0,3,1,"['BIDON AD BLUE 10L', 'LAVAGE CLU', 'TOTAL ADBLUE BEC V. 5L']"
10416,"[429537, 450548, 458921, 460089, 528757, 543430, 587875, 599725, 911475, 1183237, 1199905]",11, 2956 4074,2018-09-01,1,0.0,11,1,"['BIDON AD BLUE 10L', 'TOTAL ADBLUE BEC V. 5L']"
10419,"[129105, 490823, 545598, 804528, 1006960]",5, 2956 2968,2018-09-01,1,0.0,5,1,"['TOTAL ADBLUE BEC V. 5L', 'TW 10 LINGUETTE']"
10420,"[378116, 427283]",2, 2956 4136,2018-09-01,1,0.0,2,1,"['RECHARGE LAVAGE TW - D', 'TOTAL ADBLUE BEC V. 5L']"
10421,"[106748, 124101, 149358, 171803, 312856, 447204, 452539, 459305, 499712, 525672, 535413, 567971, 601148, 602997, 622174, 717935, 875023, 884807, 933342, 950781, 966582, 971686, 984430, 997283, 998545, 1003424, 1047955, 1057679, 1058826, 1089901, 1120037, 1152207, 1162191, 1172598, 1177347, 1179611, 1204097]",37, 6969,2018-09-01,1,0.0,37,1,['RED BULL BTE 25CL']
10422,"[135514, 150817, 407242, 511290, 911475, 1102873]",6, 2944 4074,2018-09-01,1,0.0,6,1,"['BIDON AD BLUE 10L', 'TW  LAVE GLACE DEMOUSTIQUEUR 4L']"
10423,"[135514, 137677, 137871, 181421, 247304, 284704, 293992, 383170, 391816, 462727, 494444, 555991, 716605, 773493, 793919, 911475, 1067863, 1111303]",18, 2944 2946,2018-09-01,1,0.0,18,1,"['TW  LAVE GLACE', 'TW  LAVE GLACE DEMOUSTIQUEUR 4L']"
10428,"[294115, 1058591]",2, 3510 431 263,2018-09-01,1,0.0,2,1,"['CAFE EXPRESSO', 'CRISTALINE 1.5L', 'REMISE BUS AUTOROUTE 9\x80']"
10429,"[294115, 447204, 1058591]",3, 3510 431,2018-09-01,1,0.0,3,1,"['CAFE EXPRESSO', 'CRISTALINE 1.5L']"
10431,"[555714, 1058591, 1153425, 1155422]",4, 3510 1547 263,2018-09-01,1,0.0,4,1,"['CRISTALINE 1.5L', 'REMISE BUS AUTOROUTE 9\x80', 'SAC BOUTIQUE KRAFT']"
10432,"[555714, 984430, 1058591, 1153425, 1155422]",5, 3510 1547,2018-09-01,1,0.0,5,1,"['CRISTALINE 1.5L', 'SAC BOUTIQUE KRAFT']"
10433,"[294115, 555714, 574634, 1058591, 1075356, 1152207, 1153425, 1155422, 1173969]",9, 3510 263,2018-09-01,1,0.0,9,1,"['CRISTALINE 1.5L', 'REMISE BUS AUTOROUTE 9\x80']"
10436,"[127760, 129865, 149358, 156366, 161915, 164174, 174525, 192624, 252176, 261223, 294115, 305003, 353937, 447204, 449166, 483688, 491884, 497771, 527437, 535449, 555714, 574634, 585130, 594535, 605763, 657706, 674374, 698499, 897079, 898005, 949334, 957803, 965663, 984430, 1029886, 1054237, 1058591, 1075356, 1086227, 1089689, 1099347, 1152207, 1153425, 1155422, 1163690, 1173969, 1176947, 1184230, 1191002, 1216889]",50, 3510,2018-09-01,1,0.0,50,1,['CRISTALINE 1.5L']
10439,"[137464, 452539, 1163690]",3, 1533 4136,2018-09-01,1,0.0,3,1,['RECHARGE LAVAGE TW - D']
10440,"[541417, 555991, 562740, 567649]",4, 1533 2946,2018-09-01,1,0.0,4,1,['TW  LAVE GLACE']
10445,"[111795, 111906, 123777, 162884, 170884, 171664, 171803, 172560, 200446, 206659, 225686, 254276, 300218, 302619, 303396, 305343, 306607, 315186, 317527, 328721, 348542, 381832, 383964, 396038, 397717, 413192, 439383, 453037, 493263, 519310, 525202, 527590, 541950, 555121, 566090, 578301, 584174, 614220, 660191, 789110, 826642, 832883, 873802, 874064, 958863, 965726, 984430, 1054006, 1097740, 1110423, 1111712, 1121384, 1139056, 1162191, 1162920, 1173969, 1193925]",57, 2369,2018-09-01,1,0.0,57,1,['EVIAN 1L PET*']
10447,"[162884, 170884, 541950, 984430, 1162920]",5, 2369 4074,2018-09-01,1,0.0,5,1,"['BIDON AD BLUE 10L', 'EVIAN 1L PET*']"
10459,"[101583, 118071, 128775, 130759, 132062, 137464, 140050, 141636, 147896, 176713, 188938, 250163, 252829, 261340, 263245, 273947, 280156, 290355, 306257, 307573, 334058, 342442, 344568, 351455, 394148, 411677, 448392, 452539, 452726, 472186, 475296, 501606, 515602, 529492, 530127, 539358, 541417, 554667, 555991, 562740, 567649, 659362, 698889, 714390, 716317, 726529, 778493, 779241, 821181, 881754, 945174, 983363, 1002608, 1006301, 1014979, 1018245, 1024715, 1029264, 1029914, 1035563, 1049835, 1115172, 1138487, 1162683, 1163690, 1191838, 1201691, 1215150, 1220258]",69, 1533,2018-09-01,1,0.0,69,1,[]
10474,[1047905],1, 4099 4130 2968 4125,2018-09-01,1,0.0,1,1,"['ASPIRATEUR', 'LAVAGE 1 PLEIN', 'RECHARGE LAVAGE TW - A', 'TW 10 LINGUETTE']"
10478,"[101912, 109665, 167349, 184920, 211249, 213412, 278593, 286637, 306030, 306607, 313674, 332610, 335716, 353824, 364900, 387532, 393038, 401255, 402886, 404827, 407141, 409730, 419473, 447204, 450519, 457287, 466184, 485938, 503254, 520041, 530814, 533207, 540247, 557537, 584082, 585878, 594535, 600388, 600467, 618779, 624033, 725594, 740786, 743419, 755860, 777179, 778494, 791569, 876615, 880018, 890643, 899392, 912470, 936719, 956580, 960639, 984430, 996211, 1017855, 1018724, 1037809, 1060176, 1062519, 1120037, 1121824, 1150728, 1153745, 1191002, 1221607]",69, 1531,2018-09-01,1,0.0,69,1,[]
10498,[150817],1, 2944 4074 4125,2018-09-01,1,0.0,1,1,"['BIDON AD BLUE 10L', 'RECHARGE LAVAGE TW - A', 'TW  LAVE GLACE DEMOUSTIQUEUR 4L']"
10499,"[485938, 600467, 956580]",3, 1531 163,2018-09-01,1,0.0,3,1,[]
10501,"[146149, 1047905, 1172744]",3, 4099 4130,2018-09-01,1,0.0,3,1,"['ASPIRATEUR', 'LAVAGE 1 PLEIN']"
10502,"[409935, 596052]",2, 4099 2946,2018-09-01,1,0.0,2,1,"['LAVAGE 1 PLEIN', 'TW  LAVE GLACE']"
10505,"[111432, 563868, 1047905]",3, 4099 2968 4125,2018-09-01,1,0.0,3,1,"['LAVAGE 1 PLEIN', 'RECHARGE LAVAGE TW - A', 'TW 10 LINGUETTE']"
10507,"[111432, 563868, 596052, 1035023, 1047905]",5, 4099 2968,2018-09-01,1,0.0,5,1,"['LAVAGE 1 PLEIN', 'TW 10 LINGUETTE']"
10508,"[111432, 606741, 716095, 836821]",4, 4099 4125 4112,2018-09-01,1,0.0,4,1,"['LAVAGE 1 PLEIN', 'LAVAGE CLU', 'RECHARGE LAVAGE TW - A']"
10509,"[111432, 236344, 238881, 282802, 339428, 400788, 418229, 563868, 606741, 716095, 836821, 988331, 1043083, 1047905, 1061200]",15, 4099 4125,2018-09-01,1,0.0,15,1,"['LAVAGE 1 PLEIN', 'RECHARGE LAVAGE TW - A']"
10510,"[111432, 606741, 716095, 836821, 1035023]",5, 4099 4112,2018-09-01,1,0.0,5,1,"['LAVAGE 1 PLEIN', 'LAVAGE CLU']"
10511,"[530814, 600467, 960639]",3, 1531 1538,2018-09-01,1,0.0,3,1,['RECHARGE CAFÉ CLUB 2\x80']
10512,"[102168, 111432, 129033, 138794, 140566, 146149, 156121, 219957, 226086, 236344, 238881, 256993, 281988, 282802, 283278, 339428, 341253, 344630, 389258, 400788, 403914, 409935, 418229, 442250, 475440, 563868, 596052, 606741, 654968, 716095, 815181, 836821, 890518, 953867, 988331, 1010123, 1031090, 1031383, 1035023, 1043083, 1047905, 1061200, 1066512, 1085849, 1159705, 1172744, 1202706]",47, 4099,2018-09-01,1,0.0,47,1,['LAVAGE 1 PLEIN']
10522,[600467],1, 1531 1538 163,2018-09-01,1,0.0,1,1,['RECHARGE CAFÉ CLUB 2\x80']
10532,[622174],1, 6808 4112 4136 6969 2362 6971 5752 1707 1759 2565 4638 4632 1751 1801 1750 1708 6809,2018-09-01,1,0.0,1,1,"['BOUNTY CHOC LAIT 57G', 'CACAHUETE 40GR FRIT', 'EVIAN FREERIDE 75 CL', 'FISHERMAN V.MENT.S/S 25G', ""FISHERMAN'S EUC"", 'KINDER BUENO WHITE 39G', 'LAVAGE CLU', 'NEOCLEAN JANTES', 'NET.JANTE 500ML NEOCLEAN', 'PETIT SUISSE AM', 'PIPAS GR DE TOURNES 50 G', 'POWERADE ICE ST', 'PRINGLES ORIGIN', 'RECHARGE LAVAGE TW - D', 'RED BULL 355ML', 'RED BULL BTE 25CL', ""WERTHER'S ORIGI""]"
10568,[441047],1, 6991 6012 4443 5918 6293 6295 2025,2018-09-01,1,0.0,1,1,"['ARIZONA WHIT.BL', 'COCA COLA 125 C', 'ICE TEA PECHE 50CL', 'LION 2 PACK 60G', 'LION PEANUT 2 PACK 62G', 'LIPTON ICE TEA 50CL', 'PAGO BIO POMME']"
10619,[1111303],1, 6550 2946 2944 6709,2018-09-01,1,0.0,1,1,"['FEBREZE CAR ROSE MATIN 2ML', 'TW  LAVE GLACE', 'TW  LAVE GLACE DEMOUSTIQUEUR 4L']"
10628,"[100169, 100882, 102233, 103922, 105498, 105649, 106845, 107493, 107936, 108122, 108520, 108765, 109551, 111432, 112013, 112161, 112979, 113297, 113425, 113797, 114423, 114771, 115022, 115334, 115588, 116610, 117321, 117461, 117978, 119521, 120248, 120768, 120921, 121408, 122824, 123708, 123777, 123892, 124069, 124681, 125579, 126718, 128150, 128933, 129040, 129151, 130015, 130184, 130260, 131320, 131514, 131516, 132253, 132262, 132640, 132873, 133162, 133892, 133917, 135348, 136649, 136688, 137677, 137806, 138543, 138874, 139035, 140439, 140965, 141778, 142418, 143054, 144465, 145467, 146720, 148360, 149020, 149838, 150865, 151260, 151353, 152715, 152797, 153490, 153850, 154052, 154349, 154737, 154953, 156366, 156490, 157310, 157319, 157357, 157573, 158293, 158554, 158671, 159506, 160728, 160892, 162048, 163332, 164525, 165785, 167012, 167209, 167298, 167389, 167870, 168983, 170158, 170884, 171151, 171711, 171799, 172838, 172974, 173319, 173656, 174547, 176162, 176750, 177158, 177933, 179185, 179210, 179416, 180230, 180415, 180952, 181421, 182377, 183931, 185183, 186353, 188482, 188588, 191537, 191656, 192277, 192445, 192513, 193056, 193278, 193333, 193807, 193871, 194749, 195378, 197265, 197678, 200391, 202691, 203373, 203590, 204046, 204821, 205024, 205109, 205515, 205683, 206024, 206659, 207265, 207305, 207998, 208423, 208744, 209010, 209677, 209827, 209988, 210342, 210409, 211038, 211657, 212871, 216386, 216808, 217276, 217726, 217829, 219965, 220201, 221014, 222012, 222020, 222650, 223788, 224478, 224604, 226056, 226572, 227452, 227626, 230094, 231629, 232183, 232475, 234140, 234320, 234859, 234914, 235302, 236115, 236154, 237038, 237437, 238099, 238161, 238407, 238581, 238975, 239412, 239999, 240869, 241230, 242618, 243592, 245076, 245493, 246323, 246715, 247732, 247754, 249865, 250397, 250963, 251654, 252606, 252901, 253842, 254830, 254833, 254903, 255972, 256540, 256728, 256884, 257146, 257886, 260131, 261092, 261304, 261340, 261384, 261542, 261715, 262442, 262502, 262604, 263940, 263990, 264688, 266177, 268398, 269944, 270189, 270690, 270809, 271497, 271676, 271791, 272307, 272454, 273632, 273864, 274657, 274894, 274953, 275401, 275684, 275763, 275829, 275915, 275928, 277301, 278593, 278827, 279401, 280081, 280320, 280433, 280880, 280966, 281256, 282068, 282597, 283046, 283502, 285334, 286184, 286476, 286554, 286890, 286963, 287925, 288519, 289259, 289595, 289822, 290854, 291899, 294156, 295003, 295084, 295124, 295265, 297408, 298548, 298742, 298935, 300380, 300450, 300649, 301807, 301967, 302471, 303160, 303169, 303309, 304298, 304419, 304712, 305003, 305242, 305397, 305507, 305516, 306906, 307718, 308407, 309381, 309554, 309792, 309886, 310155, 310184, 311282, 311494, 311655, 312376, 312856, 313130, 313291, 313520, 313531, 313674, 313976, 314138, 315504, 315579, 317558, 317586, 318678, 319122, 319484, 319839, 319952, 320988, 321198, 322061, 322851, 323046, 323540, 324385, 324441, 324605, 324679, 325450, 326234, 326961, 327015, 327358, 327452, 328876, 328952, 329426, 330866, 330939, 332850, 333067, 334806, 334959, 335097, 335322, 336312, 337693, 337814, 337840, 338042, 338405, 339524, 339905, 340149, 341101, 342587, 343805, 344568, 344970, 348948, 349015, 349408, 349914, 350405, 350647, 351599, 352108, 353107, 353762, 353820, 354088, 354730, 355676, 355942, 356945, 357500, 358021, 358032, 358331, 359007, 359077, 360794, 361607, 361695, 362412, 363005, 363045, 364296, 365455, 365510, 365679, 366567, 368055, 369359, 369391, 370690, 371498, 371614, 372638, 374604, 374866, 375121, 375535, 375744, 375851, 376043, 376147, 376177, 376597, 376854, 377001, 377242, 378158, 378300, 378542, 378893, 380944, 381377, 381808, 382117, 382985, 383035, 383043, 383912, 384801, 385538, 385630, 386196, 386271, 386618, 387239, 387325, 388275, 390199, 390982, 391139, 391197, 391675, 392099, 392301, 392366, 392476, 392865, 392937, 393298, 394811, 394813, 395532, 395817, 397075, 397295, 397622, 398830, 398839, 399682, 400253, 402629, 405267, 405310, 406630, 406772, 407270, 407466, 407553, 407955, 408382, 408799, 410856, 410970, 411679, 412503, 412666, 413540, 413867, 415771, 415780, 417071, 419058, 419439, 419573, 419668, 419979, 421137, 421160, 423459, 424345, 424865, 426511, 426807, 426964, 427809, 429379, 429530, 429948, 430278, 431192, 431374, 431714, 432995, 434088, 434730, 436536, 436583, 436940, 437351, 437665, 437885, 438421, 440578, 440904, 441471, 443015, 443377, 444007, 445612, 446548, 447143, 447576, 448590, 449280, 449358, 449468, 449743, 450524, 450623, 450658, 450717, 450776, 451082, 451487, 451572, 452092, 452878, 453207, 453834, 455558, 456258, 456683, 457679, 458443, 458746, 459070, 459451, 459515, 459932, 460099, 460228, 461875, 462014, 462636, 462697, 463264, 463550, 463711, 464519, 464842, 465110, 465285, 465308, 465591, 465877, 467975, 469049, 470524, 470752, 471039, 471529, 471962, 472112, 472468, 475467, 476436, 476566, 476652, 476819, 477918, 477935, 478112, 478331, 478456, 478823, 479253, 479256, 479753, 480061, 480079, 481388, 481450, 482021, 482512, 482531, 482999, 483545, 484505, 484507, 484939, 485071, 486023, 487374, 488841, 490823, 490898, 491709, 491803, 492313, 492488, 493782, 493984, 494628, 496885, 497481, 497798, 498495, 499286, 500694, 501191, 501913, 502397, 502556, 502604, 503254, 503538, 503775, 504488, 506984, 507214, 507875, 507933, 508797, 509386, 510144, 510243, 510627, 510635, 510973, 511013, 511653, 512147, 512350, 515047, 516464, 516884, 518075, 518130, 518800, 519802, 520267, 521418, 522726, 523169, 523356, 523822, 525481, 525897, 526886, 527626, 528757, 529783, 529805, 530131, 530327, 530862, 530944, 532306, 532387, 532781, 533693, 533789, 533840, 535413, 536074, 536398, 536487, 537265, 537965, 538955, 539488, 539509, 540071, 540247, 540736, 541689, 542281, 542461, 542513, 542549, 543323, 543325, 543699, 545865, 546750, 546999, 547386, 547482, 547635, 548581, 549049, 549403, 550155, 550156, 550646, 550893, 551098, 551179, 551934, 552657, 552846, 552904, 553907, 554760, 555005, 555540, 555882, 556676, 556719, 557034, 557170, 557428, 557636, 557637, 557816, 558004, 558255, 558934, 559328, 559549, 560373, 560724, 560820, 561280, 561615, 562015, 562198, 562758, 564060, 564203, 567823, 568132, 568454, 568859, 569472, 570365, 571874, 572139, 572690, 573126, 574048, 574941, 575042, 575557, 575782, 575826, 576831, 576975, 577041, 577442, 578038, 578365, 578455, 578507, 578619, 578715, 579353, 580123, 580256, 580533, 580947, 580987, 581043, 582527, 582545, 583606, 583889, 584120, 584126, 585265, 586288, 588002, 588699, 589325, 590110, 591465, 591620, 591832, 592027, 592510, 592824, 594753, 594866, 594957, 595074, 595248, 595305, 595857, 597370, 597464, 597710, 598769, 598886, 599279, 599725, 600407, 600652, 601405, 601640, 601806, 601965, 604625, 605319, 606431, 606704, 606741, 607089, 607278, 607784, 608233, 609205, 611957, 612165, 612375, 614173, 614670, 615076, 615712, 616924, 618788, 619616, 619745, 621358, 622174, 622767, 622856, 623313, 623495, 623497, 624174, 625134, 625577, 626163, 632926, 653697, 655983, 657916, 665395, 686290, 694298, 699965, 703692, 708824, 711515, 711978, 712041, 715147, 715453, 716095, 716605, 723615, 729626, 730825, 731835, 734827, 741468, 741484, 742338, 742861, 745144, 745446, 747446, 747609, 748021, 750685, 755092, 756073, 756204, 756427, 766612, 768034, 772456, 782706, 789070, 794611, 798749, 804991, 806884, 807430, 808804, 812623, 813707, 818420, 818643, 818839, 820248, 821001, 823956, 826897, 827893, 828203, 828612, 829307, 829955, 830308, 834357, 835363, 836821, 837001, 837799, 838066, 838634, 839870, 841343, 843188, 845000, 845834, 849398, 863491, 866495, 866601, 866670, 866758, 869865, 870976, 871644, 872953, 874591, 874653, 875601, 875771, 876060, 876389, 876659, 876791, 878894, 879040, 879166, 879507, 880018, 880837, 881735, 881847, 882282, 882436, 882474, 885634, 885674, 886050, 886119, 886366, 888404, 888764, 888898, 889564, 890216, 892959, 894409, 895064, 895314, 895429, 895588, 895812, 897154, 897326, 898398, 898615, 898831, 899017, 899061, 899788, 899914, 901399, 904661, 906151, 906775, 907543, 908076, 908982, 909658, 910909, 911256, 911475, 912315, 912919, 913577, 914699, 914853, 920128, 922413, 930331, 931873, 932324, 932372, 932650, 932988, 933342, 933681, 935624, 938182, 939342, 939545, 941598, 943036, 949782, 951012, 953681, 954109, 955150, 956307, 956586, 958708, 960904, 961444, 961949, 962765, 963737, 964485, 965637, 967612, 970153, 970580, 972938, 973075, 973330, 973649, 974216, 974417, 975791, 975853, 979056, 979326, 980754, 981107, 984672, 984812, 991985, 995076, 996211, 997149, 997163, 998226, 998627, 999010, 999488, 1000503, 1001471, 1001489, 1001617, 1004644, 1005407, 1005776, 1005793, 1009849, 1014033, 1015669, 1016700, 1018623, 1020524, 1023800, 1025269, 1025324, 1025791, 1027791, 1028364, 1029318, 1029987, 1030140, 1032002, 1035023, 1038025, 1038325, 1039622, 1040881, 1046200, 1052397, 1054560, 1055143, 1055722, 1056600, 1057343, 1057511, 1059920, 1061471, 1062335, 1064200, 1065030, 1065835, 1065901, 1066192, 1066878, 1066967, 1067131, 1068315, 1069144, 1071706, 1072489, 1073949, 1076586, 1077588, 1080578, 1088585, 1089775, 1089919, 1091079, 1091502, 1092861, 1096278, 1097340, 1100051, 1100266, 1101837, 1103368, 1105782, 1107835, 1112698, 1119605, 1122125, 1124305, 1149581, 1152822, 1152864, 1153136, 1158305, 1159069, 1160717, 1166534, 1166747, 1167164, 1168051, 1168827, 1169281, 1169349, 1172388, 1172598, 1175910, 1180497, 1180636, 1184678, 1185433, 1193377, 1194623]",1180, 4112,2018-09-01,1,0.0,1180,1,['LAVAGE CLU']
